,sample1,sample2,sample3,sample4
ENSG00000086619,2.425308347,2.425217054,2.526946555,2.488309504
ENSG00000086666,7.500059646,7.419562293,7.605996979,7.931758684
ENSG00000086696,4.560260586,4.594704982,4.265305556,4.290601081
ENSG00000086712,7.476505612,7.463883744,7.40946883,7.304730784
ENSG00000086730,4.324897146,4.300156546,4.321612664,4.332353243
ENSG00000086758,9.839792237,9.739745573,9.791620428,9.777690955
ENSG00000086827,5.986843485,6.135529648,6.00521462,6.119481612
ENSG00000086848,5.686574019,5.800659493,5.632417324,5.594212127
ENSG00000087008,4.360697553,4.301909096,4.343065029,4.411062928
ENSG00000087053,7.414620816,7.705586345,7.639209665,7.594393479
ENSG00000087074,9.231556656,9.382083124,9.292576102,9.033124609
ENSG00000087077,4.652162715,4.861470788,4.640624605,4.470919807
ENSG00000087086,11.542009,11.64378654,12.68176322,12.26334117
ENSG00000087087,8.158312673,7.620943252,7.655993402,7.507763487
ENSG00000087088,6.836107846,6.834779556,6.715747566,6.582797934
ENSG00000087095,5.763050702,5.691619328,5.710643076,5.768327332
ENSG00000087111,6.92855293,6.859419932,7.245784367,7.028449755
ENSG00000087152,7.384532484,7.514124238,7.734245836,7.344812295
ENSG00000087157,5.164757565,5.245085939,5.167313899,5.248396749
ENSG00000087191,7.50516301,7.581959139,7.180565739,7.248195794
ENSG00000087206,5.962230602,5.732759135,5.474238409,5.567213395
ENSG00000087253,7.908035707,7.466434949,7.473528609,7.612013152
ENSG00000087263,6.474837103,6.423665479,6.173013424,6.169404595
ENSG00000087266,7.521550382,7.845745358,7.64920802,7.258938205
ENSG00000087269,7.401239343,7.525574685,7.236809492,6.904865828
ENSG00000087274,8.741809804,8.815105223,8.837146788,8.924296888
ENSG00000087299,5.694029335,5.484598704,5.5555102,5.607221304
ENSG00000087301,4.309027564,4.344226633,4.405278964,4.505988996
ENSG00000087302,6.741195278,6.711583648,6.826304325,6.801619473
ENSG00000087338,6.460056568,6.515995753,6.630100906,6.70229064
ENSG00000087365,9.034578798,8.995161761,8.984629919,8.987819282
ENSG00000087448,6.906531264,6.659328223,7.279179404,7.124925766
ENSG00000087460,11.11221083,11.12720016,11.15659353,11.31133426
ENSG00000087470,7.686698181,7.578233647,7.900996391,7.899221661
ENSG00000087502,6.867999163,6.980782107,7.213245728,7.538508823
ENSG00000087510,2.282849988,2.345558455,2.379032185,2.422034515
ENSG00000087586,7.580969801,7.497913494,6.957457564,7.125855238
ENSG00000087842,3.491683602,3.541372998,3.670716607,3.627967372
ENSG00000087884,4.136558063,3.999772462,4.089610132,4.0889838
ENSG00000087903,3.726691212,3.969147425,3.699728392,3.7360863
ENSG00000087995,5.86224686,5.961500864,5.801637821,5.69989291
ENSG00000088002,6.218017195,6.306221747,6.331740618,6.295347005
ENSG00000088035,5.048213781,5.044202326,5.360596461,5.314894987
ENSG00000088038,6.995703435,7.046683745,7.241551183,6.744340855
ENSG00000088179,6.061449123,6.690661788,6.784962533,6.437924573
ENSG00000088205,8.08850654,7.925989433,8.056480929,7.766372881
ENSG00000088247,8.429647431,8.583726966,7.974104065,8.037097281
ENSG00000088256,6.87474668,6.556303805,6.654064112,6.685926644
ENSG00000088280,4.451295577,4.563079252,4.719919129,4.637988739
ENSG00000088298,5.612474169,5.571273299,5.637111297,5.615338909
ENSG00000088305,4.226481512,4.160875096,4.163339725,4.312152202
ENSG00000088325,8.994830849,9.058576942,8.339782905,8.89021959
ENSG00000088340,8.092824228,7.590328166,8.250926173,7.873940126
ENSG00000088356,5.4241198,5.339086233,5.242474168,5.294445028
ENSG00000088367,7.680603326,7.936063187,7.596429515,7.295017156
ENSG00000088387,8.525942232,8.236439296,8.051963603,8.276572596
ENSG00000088448,7.597842521,7.630669405,8.082727437,7.935790018
ENSG00000088451,5.366012031,5.225556219,5.189925803,5.352173859
ENSG00000088682,6.298039934,6.345106115,6.102732462,6.35104651
ENSG00000088727,3.884755326,3.713754067,3.734930906,3.632130462
ENSG00000088766,6.163903077,6.177758673,6.123756716,6.244571393
ENSG00000088808,5.281527114,5.441226533,5.390239981,5.319366926
ENSG00000088812,6.57694472,6.46205501,6.87679578,6.742582363
ENSG00000088826,5.065378506,4.954723076,4.79733932,4.758283594
ENSG00000088832,8.642819075,8.688910449,8.741692138,8.768455309
ENSG00000088833,6.698408845,6.820459225,6.713587038,6.520437265
ENSG00000088836,3.453413526,3.659969251,3.546491171,3.568315719
ENSG00000088876,3.952175693,3.757991743,3.655966747,3.775601923
ENSG00000088888,8.360668904,8.271624179,8.51511089,8.5434574
ENSG00000088899,4.33394782,4.34941209,4.399349616,4.367126307
ENSG00000088930,8.14066899,8.178534738,8.116520025,8.087502941
ENSG00000088970,5.349594874,5.488403771,5.720612742,5.45221067
ENSG00000088986,7.884694914,7.849317894,7.793693544,7.987458564
ENSG00000088992,7.043819327,7.070908175,6.471330164,6.35909058
ENSG00000089006,7.811109502,7.883193615,7.787567233,7.924421173
ENSG00000089009,10.7772147,10.74691842,10.51014703,10.60393914
ENSG00000089022,6.936494761,6.946879758,6.690894469,7.105332651
ENSG00000089048,6.456094765,6.311106919,6.446788318,6.255111716
ENSG00000089050,5.42901279,5.554000827,5.525833973,5.508171002
ENSG00000089053,7.344953058,7.768475673,7.460027517,7.363899721
ENSG00000089057,5.040640105,5.08313503,5.173086735,5.187986669
ENSG00000089060,3.269131046,3.219538926,3.177849788,3.180264507
ENSG00000089063,7.694149147,7.675622469,7.962258242,7.932839825
ENSG00000089091,2.661603186,2.690386827,2.890336679,2.718573785
ENSG00000089094,6.148898232,6.002456355,5.813700874,6.066039548
ENSG00000089123,4.809083838,4.726437787,4.601587703,4.625227334
ENSG00000089127,7.668862978,8.238615264,7.39772933,8.305756817
ENSG00000089154,9.482425462,8.734362632,8.246865857,8.157719633
ENSG00000089157,11.86207918,11.88754328,11.29166942,11.13264973
ENSG00000089159,8.327536971,8.306409915,8.1196426,8.012919159
ENSG00000089177,5.073956987,4.952795868,5.106573563,5.114657861
ENSG00000089195,6.229632881,6.195539902,6.094586813,6.026460578
ENSG00000089220,8.229504402,8.139417884,7.967125549,7.88050375
ENSG00000089234,5.842915475,5.74817452,6.077087132,6.090763718
ENSG00000089248,7.51087043,7.60354405,7.377889149,7.129748065
ENSG00000089280,8.539255026,8.460093721,8.171589211,7.883093327
ENSG00000089289,7.444032931,7.294885989,7.440626115,7.409155928
ENSG00000089327,6.292903609,6.303217068,6.245880019,6.339640696
ENSG00000089335,4.758822898,4.458204128,4.632484504,4.576644022
ENSG00000089351,5.653941371,5.681220558,5.860757241,6.555967015
ENSG00000089356,5.260103487,5.051218047,4.850567123,5.038235102
ENSG00000089472,4.261593904,3.960202447,4.061108067,4.232774093
ENSG00000089505,2.403128652,2.365411105,2.367393088,2.350642264
ENSG00000089597,10.40980522,10.43642031,10.32004449,10.05085528
ENSG00000089639,5.198905305,5.182858115,5.242903942,4.954007201
ENSG00000089682,6.072985709,5.87143353,6.172504462,6.150933927
ENSG00000089685,7.009620456,6.961892398,6.559310549,6.670834949
ENSG00000089693,7.982516567,7.92613731,7.988108239,7.875903961
ENSG00000089723,2.842010045,2.996150628,2.937974685,3.036647358
ENSG00000089737,6.263665163,6.10631602,5.113736677,6.915130006
ENSG00000089775,4.436134173,4.57851512,4.659957634,4.599590653
ENSG00000089818,5.416681831,5.761664853,6.04650754,5.78918246
ENSG00000089820,1.933166273,1.876848503,1.928455668,1.891803931
ENSG00000089876,6.571339802,6.831066993,6.981525741,6.827997046
ENSG00000089902,6.780845697,6.600044837,6.768765758,6.891124993
ENSG00000089916,6.451149237,6.379757,6.463996343,6.312340022
ENSG00000090006,5.449651591,5.50587585,5.41493309,5.373409482
ENSG00000090013,5.585675597,5.553694338,5.498468487,5.478049317
ENSG00000090020,6.177307096,6.118883682,6.380635436,7.079001768
ENSG00000090054,7.853415857,7.923998599,8.115453541,8.031202337
ENSG00000090060,8.641160962,8.767767321,8.789557432,8.755425797
ENSG00000090061,6.574376806,6.735107538,6.843031928,6.823957859
ENSG00000090097,4.712032835,4.746435629,4.618583396,4.597355399
ENSG00000090238,4.701689491,4.629619591,4.744668347,4.904557211
ENSG00000090263,5.935271482,5.858692948,5.634417839,5.843308625
ENSG00000090266,6.840026584,6.806269557,6.394245956,6.463753432
ENSG00000090273,7.757607693,7.630308992,7.13588622,7.146914911
ENSG00000090316,7.387609794,7.257853539,7.216706756,7.09034282
ENSG00000090339,3.556464365,3.558427955,3.550382643,3.639528896
ENSG00000090372,8.560410713,8.157499226,8.165773374,7.979071645
ENSG00000090382,11.56989578,11.58079988,11.27149338,11.33745389
ENSG00000090432,5.594590437,5.63925799,5.514185949,5.573144511
ENSG00000090447,5.182580986,5.144423512,4.855077697,4.806838997
ENSG00000090470,6.296228742,6.28890821,6.278235966,6.487519952
ENSG00000090487,8.420436887,8.439924022,8.31225561,8.317680459
ENSG00000090520,6.855760022,6.839058012,6.814033055,6.919713585
ENSG00000090530,2.679199356,2.640786013,2.637565819,2.794121596
ENSG00000090554,2.433830654,2.475879144,2.375566744,2.503620192
ENSG00000090565,5.493576533,5.191875448,5.752143689,5.457169775
ENSG00000090581,5.807325209,5.575583586,6.017038723,5.57709635
ENSG00000090612,5.419614265,5.625724049,5.693591876,5.559148783
ENSG00000090615,7.16722224,7.533336963,7.929924449,7.166121297
ENSG00000090621,8.748286061,8.697880075,8.555237541,8.714144129
ENSG00000090674,2.962036436,2.923254151,2.868696069,2.928198599
ENSG00000090686,7.653306266,7.463057319,7.635445428,7.616163316
ENSG00000090776,8.397475801,8.356224182,7.623019817,7.593633848
ENSG00000090857,7.365334938,7.233623736,7.452339365,7.455579738
ENSG00000090861,8.382919867,8.784398724,8.896505281,8.576528012
ENSG00000090863,8.892507238,8.814095755,9.058750203,8.843178894
ENSG00000090889,7.281267134,7.242158279,6.896899189,7.460265447
ENSG00000090905,6.971522421,6.883065999,7.143403534,7.288254193
ENSG00000090924,7.469603936,6.902201541,6.583203952,6.546315852
ENSG00000090971,5.551427031,5.586056566,5.641658167,5.364673448
ENSG00000090975,3.208272971,3.171410635,3.203200791,3.185185057
ENSG00000090989,6.620512945,6.636538365,7.029721336,7.015930225
ENSG00000091009,6.97525662,6.984361741,7.066585575,7.184359031
ENSG00000091039,7.994607872,7.930956139,8.024784758,8.029669532
ENSG00000091073,4.999805359,4.99582159,4.85960506,4.947950034
ENSG00000091127,6.80551575,6.503155718,6.52904759,6.431606855
ENSG00000091136,7.400755393,7.611661471,7.85771166,7.52058765
ENSG00000091140,7.736964386,7.866101902,7.681222784,8.144303123
ENSG00000091157,4.937104846,5.122906608,5.275601594,5.17089471
ENSG00000091164,6.717313723,6.767385083,6.772982157,6.988416095
ENSG00000091317,7.646010028,7.61153116,7.890915537,7.938746005
ENSG00000091409,9.472183635,9.578604765,9.463250909,9.257379297
ENSG00000091436,7.799622669,7.941393992,7.416974795,7.539811323
ENSG00000091483,6.768853246,6.806634101,6.428833237,6.606113984
ENSG00000091490,8.511305966,8.663097263,8.801071127,8.763556839
ENSG00000091513,3.582507973,3.61374825,3.736498436,3.665821329
ENSG00000091527,8.755497623,8.701770795,8.748475649,8.710476202
ENSG00000091542,6.905039669,6.809245314,6.674674544,6.798901129
ENSG00000091583,6.109672098,6.053767965,6.387705583,6.163007954
ENSG00000091622,4.128819748,3.994479414,3.879065267,3.80296844
ENSG00000091640,4.534211755,4.618430963,4.537387984,4.485252701
ENSG00000091651,5.869576329,5.784096441,5.705399298,5.885512698
ENSG00000091732,4.82454035,4.901530489,4.858318233,4.781854179
ENSG00000091844,4.434940878,4.436450304,4.453257182,4.543728816
ENSG00000091947,5.928237219,5.842176464,5.639544476,5.764781915
ENSG00000091972,4.097193675,4.288314161,4.12351793,4.077745222
ENSG00000091986,1.905098718,1.865919759,1.853777191,1.918296648
ENSG00000092010,7.932181717,8.130275709,7.973749316,8.196599201
ENSG00000092020,5.372931363,5.352909311,5.354248719,5.292832815
ENSG00000092036,5.168746462,5.138276536,4.982741786,5.056669771
ENSG00000092094,4.58547879,4.842541353,4.888659176,4.8384047
ENSG00000092098,5.263511743,5.342070253,5.24533209,5.344122789
ENSG00000092108,5.843213559,6.154337391,6.330896029,6.346823854
ENSG00000092140,5.393405843,5.666334904,5.353486018,5.93903612
ENSG00000092148,8.535481188,8.231143619,8.430941278,8.366203702
ENSG00000092199,10.02061607,9.887667782,9.446911334,9.78411424
ENSG00000092201,8.519674348,8.477684445,8.256207004,8.346870119
ENSG00000092203,6.468390736,6.851095962,6.752638919,6.986239229
ENSG00000092208,3.259676624,3.412777462,3.302374042,3.275107839
ENSG00000092330,5.281309193,5.397811799,5.380832669,5.285821195
ENSG00000092439,7.947154513,7.795315014,8.266869022,8.17843871
ENSG00000092445,4.890281078,4.909886868,4.649641647,4.700983799
ENSG00000092470,5.566258579,5.855277286,5.359336867,5.65158052
ENSG00000092531,7.338030294,7.304518791,7.584342637,7.462668999
ENSG00000092621,6.766007334,7.23292916,6.560348062,6.571846195
ENSG00000092758,4.097464137,4.020738909,3.806770163,3.717398152
ENSG00000092820,9.488832142,9.513398171,9.527749304,9.603796432
ENSG00000092841,9.258104852,9.132171974,9.254580936,9.318607222
ENSG00000092847,6.452836203,6.769962458,6.855501531,6.59644656
ENSG00000092853,6.334712049,6.35247187,6.049260289,6.345378291
ENSG00000092871,7.370118114,7.340699473,7.142745142,6.989617123
ENSG00000092929,5.966644916,6.020225258,6.052878895,5.821276073
ENSG00000092931,5.919360792,5.968374989,6.049610108,6.048699075
ENSG00000092964,7.026907508,7.035470669,6.924751158,6.908309539
ENSG00000092969,3.986730132,3.84716788,3.684576183,3.679410881
ENSG00000092978,5.0294712,5.186106379,5.221389028,5.229007559
ENSG00000093000,7.596118623,7.470246958,7.44442967,7.465382367
ENSG00000093009,5.908782219,6.099208964,5.627329465,5.886675368
ENSG00000093010,8.283766194,8.193046542,7.79694604,7.662491795
ENSG00000093144,7.115011535,7.208006823,7.095127159,7.050689777
ENSG00000093167,5.331468948,5.480609864,5.592727806,5.503588936
ENSG00000093183,5.631270677,5.478257487,5.495243564,5.690141196
ENSG00000093217,3.045309748,3.028092145,3.056333444,3.156583474
ENSG00000094631,6.897749108,6.84215466,7.043702583,6.724079572
ENSG00000094755,4.771067352,4.846720568,4.587482683,4.51812431
ENSG00000094804,6.80591561,7.067793029,6.557252288,6.98546636
ENSG00000094841,4.410071527,4.048845727,4.222925779,4.219637123
ENSG00000094880,5.593986502,5.627094135,5.557589772,5.780440572
ENSG00000094914,5.859748678,5.76034167,5.503412338,5.627247436
ENSG00000094916,8.911349542,8.690939724,8.371395438,8.632761174
ENSG00000094975,7.874299849,7.63991338,8.094651493,7.901701858
ENSG00000095002,7.718837121,7.635982656,7.431764953,7.786891097
ENSG00000095015,7.506957262,7.446393451,7.454482466,7.246242696
ENSG00000095059,5.502348246,5.77268912,5.524162631,5.789793556
ENSG00000095066,5.780035385,5.977924163,6.013435312,5.638263889
ENSG00000095139,9.114651262,9.144969242,9.60159622,9.49666209
ENSG00000095203,6.462621663,6.39851079,6.52646269,6.455643351
ENSG00000095209,5.1251007,5.252860999,5.286033746,5.552018737
ENSG00000095261,7.025217245,7.302814898,7.193326923,7.340138735
ENSG00000095303,6.017236218,5.75294644,5.92020599,6.043964819
ENSG00000095319,7.628445063,7.550828537,7.428831345,7.226032682
ENSG00000095321,7.164721503,7.07318956,6.893873583,6.919111133
ENSG00000095380,6.567224461,6.584507129,6.466041688,6.538690399
ENSG00000095383,4.854035112,4.922733947,4.821066668,4.927329851
ENSG00000095485,5.789473819,5.817392672,5.819357672,5.649452549
ENSG00000095539,7.20939196,7.095200943,7.162302623,7.128430911
ENSG00000095564,7.296213079,7.218461071,7.704249827,7.655488402
ENSG00000095574,5.449920633,5.711636343,5.870642294,5.433959462
ENSG00000095585,2.738512445,2.758624372,2.768167504,2.731801561
ENSG00000095787,8.369924945,8.598190578,8.748946158,8.852501951
ENSG00000095794,3.643863708,3.46116947,3.490824398,3.50764177
ENSG00000095906,6.087473901,6.065031524,5.663285311,5.828288716
ENSG00000095932,1.904901885,1.827842934,1.840093462,1.860884477
ENSG00000095951,5.983332486,5.867435477,6.360721086,5.900050695
ENSG00000096060,6.408469714,6.446426473,6.302630379,6.525046791
ENSG00000096063,8.231049175,8.280555432,7.979444842,8.124371724
ENSG00000096070,7.567820921,7.615851277,8.054921388,8.001613204
ENSG00000096080,5.768463557,5.655364587,5.610642552,5.671820833
ENSG00000096092,5.71571519,5.539895142,5.618267624,5.73881175
ENSG00000096093,5.262011894,5.347393953,5.455510348,5.406056102
ENSG00000096384,11.60245589,11.46982799,10.91452153,10.98721939
ENSG00000096401,7.453598304,7.251435945,7.43554179,7.56066904
ENSG00000096433,9.602906327,9.604902621,9.327013643,9.11615247
ENSG00000096654,4.288443067,4.308993519,4.254370961,4.358744227
ENSG00000096696,8.571989458,8.546147274,9.201991378,8.891462278
ENSG00000096717,6.231086974,6.330600498,6.497337157,6.644373195
ENSG00000096746,7.894102781,7.866090057,7.589667997,7.598183166
ENSG00000096872,4.839561141,4.914231725,4.950771341,5.040073179
ENSG00000096968,3.823681238,3.732440341,3.743155387,3.859406894
ENSG00000097007,6.781264941,6.710404067,6.897698459,6.719323904
ENSG00000097021,5.188165233,5.261029571,5.107961037,5.194814679
ENSG00000097033,8.109429456,8.101309096,8.297476799,8.275282376
ENSG00000097046,5.098378542,5.276020482,4.93924791,5.132627069
ENSG00000097096,4.493706334,4.589160354,4.839713484,4.840909159
ENSG00000099139,3.623341473,3.552112766,3.873369439,3.492148888
ENSG00000099194,11.54192745,11.50766726,11.91916579,11.58278221
ENSG00000099203,4.619257889,4.9101727,4.538231282,4.504120999
ENSG00000099204,9.67912792,9.737391973,9.772381727,9.64444116
ENSG00000099219,9.718194584,9.862889125,10.13487516,9.853594507
ENSG00000099246,6.904538625,6.911700779,7.245701282,6.682772568
ENSG00000099250,6.917791828,6.716820556,7.110990708,6.829947614
ENSG00000099256,5.230097837,5.23050242,5.247919299,5.389293784
ENSG00000099282,7.203500707,7.333661067,7.265498976,7.205549695
ENSG00000099290,6.962701337,6.787104545,6.948181573,6.917186789
ENSG00000099308,5.564929521,5.672898175,5.508902316,5.632936464
ENSG00000099326,6.844944121,6.615178243,6.807998151,6.862279966
ENSG00000099330,4.031574924,3.957491562,4.136740659,4.13982102
ENSG00000099331,7.585510699,7.906410841,7.840592757,7.377322159
ENSG00000099337,6.337171976,6.249404296,6.327076889,6.206715855
ENSG00000099338,3.336105631,3.323892368,3.433969901,3.440948138
ENSG00000099341,8.341117476,8.358001114,8.276730556,8.275539437
ENSG00000099364,5.554900197,5.533014377,5.527173767,5.52227048
ENSG00000099377,4.618632609,4.549040045,4.382550763,4.627207614
ENSG00000099381,6.133016702,6.104781375,6.010755667,5.783623434
ENSG00000099385,4.780899197,4.619910678,4.540391336,4.640168219
ENSG00000099617,4.928211347,4.82142654,4.619166524,4.660765872
ENSG00000099622,7.168555585,7.087521319,7.082866049,6.674491469
ENSG00000099624,6.04308477,6.073222301,5.711715024,5.80634034
ENSG00000099625,2.306439621,2.344710894,2.382756653,2.482859129
ENSG00000099783,9.084163964,9.050265964,8.91427506,8.651983725
ENSG00000099785,3.434553144,3.535216181,3.536463508,3.637096217
ENSG00000099795,5.315239556,5.334138809,5.133182041,5.037207612
ENSG00000099797,7.148301242,7.071091983,6.930812179,6.876054246
ENSG00000099800,5.896395333,5.802731955,5.38442208,5.304556515
ENSG00000099804,5.73472866,5.715988023,5.575150082,5.541566666
ENSG00000099810,8.174779362,8.295795864,7.666105298,7.921447178
ENSG00000099812,7.774562136,7.691012183,7.793222923,7.603671856
ENSG00000099814,7.40574626,7.435407094,7.233542472,7.078861582
ENSG00000099817,7.572515318,7.639951768,6.941365445,6.994783187
ENSG00000099821,6.163207022,6.263190191,6.007764019,5.847464874
ENSG00000099849,7.760060686,7.613474904,7.572375103,7.036875696
ENSG00000099860,4.21682972,4.279612083,4.316764226,4.315740343
ENSG00000099875,8.215223949,8.196974603,8.453762769,8.078723436
ENSG00000099889,7.249417949,7.172276803,7.090064888,7.203953188
ENSG00000099899,6.544606457,6.584439613,6.277401851,6.349219211
ENSG00000099901,8.79009691,8.827029176,7.872459704,8.271324537
ENSG00000099904,6.707316487,6.739040528,6.869472119,6.564239839
ENSG00000099910,4.174065284,4.352315359,4.322392417,4.287026996
ENSG00000099917,7.558331365,7.595599736,7.646824906,7.621151621
ENSG00000099940,6.784180566,6.764330735,6.733098528,7.12833621
ENSG00000099942,8.506275021,8.520381177,8.407044783,8.31362463
ENSG00000099949,4.846582181,5.19460725,5.130456121,5.006386468
ENSG00000099956,2.98990245,3.129738723,2.923497393,2.957189864
ENSG00000099968,6.371387204,6.475264695,6.367403679,6.455040679
ENSG00000099991,7.167615345,6.789201974,6.526554396,6.508317163
ENSG00000099992,4.560952577,4.601765932,4.632584038,4.645001851
ENSG00000099995,7.571988231,7.829312052,7.923901919,7.824595485
ENSG00000099999,3.40278541,3.439913695,3.447856551,3.419126097
ENSG00000100003,2.596636718,2.629352263,2.56958364,2.530666863
ENSG00000100014,6.247925683,6.351183022,6.326161876,6.453592694
ENSG00000100023,6.324524129,6.372126724,6.398418823,6.222519129
ENSG00000100027,2.762386497,2.775401255,2.866029373,2.901469241
ENSG00000100028,7.937196114,7.350638715,7.84037847,7.639096045
ENSG00000100029,6.641640313,6.615144854,6.458395078,6.590208813
ENSG00000100030,8.186420607,8.180941299,7.970771289,7.917701016
ENSG00000100031,2.999444875,3.124075952,2.891443027,2.856927304
ENSG00000100034,5.145097177,5.141061491,5.041493955,5.304912944
ENSG00000100036,2.463115121,2.462026119,2.418776592,2.452390195
ENSG00000100038,4.248559297,4.324127545,4.020448149,4.078724048
ENSG00000100056,5.179750005,5.026800576,4.91258575,4.848058245
ENSG00000100058,3.97495667,4.006657485,3.987850394,3.950256831
ENSG00000100065,5.789547055,5.937254691,5.804811554,5.68700602
ENSG00000100068,2.961967984,2.955666807,2.9685471,2.946438864
ENSG00000100075,8.42045607,8.282040923,7.839390666,7.642609219
ENSG00000100077,5.316806005,5.115475418,5.227068638,5.172110459
ENSG00000100083,5.466537838,5.556006929,5.541038127,5.471448622
ENSG00000100084,7.647040549,7.681913133,7.39991712,7.254409147
ENSG00000100092,5.131257959,5.137701254,5.00763412,4.806551914
ENSG00000100097,4.565985584,4.519150725,4.343656325,4.298083199
ENSG00000100099,5.379046326,5.58283423,5.399171667,5.448467563
ENSG00000100100,2.073702029,2.186241864,2.082151672,2.077230838
ENSG00000100104,4.885728155,4.796430476,5.076701476,4.879547392
ENSG00000100105,6.410471122,6.407615886,6.315986165,6.292443921
ENSG00000100106,7.097879749,7.079221057,7.028547591,7.17294882
ENSG00000100109,5.910780119,5.417636177,5.82953882,5.601572729
ENSG00000100116,3.902075006,3.919407086,3.826996039,3.83852507
ENSG00000100124,4.180144846,4.276852189,4.099768459,4.550312061
ENSG00000100129,8.720998792,8.803761791,8.621028138,8.514334702
ENSG00000100138,6.885311613,6.80472198,6.713904361,6.816279004
ENSG00000100139,6.217002564,6.264620542,6.211180057,5.905951085
ENSG00000100142,5.276080338,5.186133482,4.828101367,4.727052182
ENSG00000100147,2.557504134,2.578035941,2.512990734,2.54583608
ENSG00000100150,4.581991411,4.635613543,4.654085269,5.23515244
ENSG00000100151,5.092794998,5.1279569,5.012470672,5.154805134
ENSG00000100162,4.680836317,4.640604172,4.451626877,4.365824747
ENSG00000100167,2.547117432,2.605783371,2.711863688,2.689037384
ENSG00000100170,4.920509034,4.860730185,4.917642234,4.864882781
ENSG00000100181,2.236291662,2.169474928,2.271096306,2.198187611
ENSG00000100196,5.510263195,5.478124296,5.544794173,5.670312144
ENSG00000100201,9.515276803,9.142172362,9.657750316,9.798822744
ENSG00000100207,7.700494452,7.897685221,7.539449862,7.605626401
ENSG00000100209,3.854712538,3.911980759,3.898414436,3.75293054
ENSG00000100211,4.228304478,4.138159419,4.030673241,4.239693523
ENSG00000100216,6.473115908,6.278638259,6.036927544,6.129220754
ENSG00000100219,8.897524351,9.391660661,9.359515696,9.051737374
ENSG00000100220,6.723526215,6.612547383,6.62497905,6.488241634
ENSG00000100221,7.133561647,7.249780569,7.339271641,7.107054602
ENSG00000100225,6.904445051,7.016574498,6.898671612,6.783647616
ENSG00000100226,6.369309772,6.292214894,6.232176443,6.244224828
ENSG00000100227,7.02102122,7.162664709,6.842494643,6.799970491
ENSG00000100228,2.929652055,2.943587208,2.91406757,2.9212702
ENSG00000100239,6.12437232,6.092894847,6.305593892,6.312000243
ENSG00000100241,7.624478448,7.25283914,7.205567745,7.065371663
ENSG00000100242,7.306697045,7.424249053,7.08224237,7.00099927
ENSG00000100243,7.306569298,7.317923234,7.157175971,7.174945593
ENSG00000100246,4.711776588,4.552470027,4.475264264,4.649009144
ENSG00000100258,5.420853756,5.52260007,5.49253224,5.493581165
ENSG00000100263,4.481716534,4.573843397,4.427397091,4.367482892
ENSG00000100266,7.092932055,7.289886784,7.149546017,7.057106375
ENSG00000100271,3.3509022,3.344234525,3.396640517,3.379753707
ENSG00000100280,8.409383673,8.284410136,8.12848824,8.189042225
ENSG00000100281,6.161912782,6.327024362,6.382683667,6.559493777
ENSG00000100284,5.037249436,5.186374128,5.175920031,5.251469256
ENSG00000100288,4.441085856,4.547039247,4.642153047,4.731138668
ENSG00000100290,1.509549265,1.529749663,1.519700612,1.492755641
ENSG00000100292,3.919696793,3.973602169,4.214208193,4.023058657
ENSG00000100294,4.448649264,4.512268473,4.436052792,4.345726627
ENSG00000100296,6.498704309,6.460267897,6.414576328,6.075245508
ENSG00000100297,6.791415049,7.117289284,5.945062999,6.625664786
ENSG00000100299,4.499717616,4.259584116,4.490858269,4.321077788
ENSG00000100300,6.888146947,6.822944348,6.197940531,5.853996283
ENSG00000100304,6.742989358,6.797920121,6.501126624,6.290874946
ENSG00000100307,4.851615891,4.76859242,4.819794355,4.791492098
ENSG00000100311,5.350982954,5.131924563,4.98529685,4.972558031
ENSG00000100316,11.48602556,11.38835765,10.60432734,10.48617829
ENSG00000100319,4.186094592,4.187165438,4.221718825,4.158949759
ENSG00000100320,7.517930413,7.586917971,7.862450077,7.456615483
ENSG00000100324,5.291365956,5.381863459,5.409912515,5.288376913
ENSG00000100325,7.271974119,7.057628036,7.123459378,6.945883785
ENSG00000100330,6.089808956,6.270741659,6.520383395,6.533699588
ENSG00000100335,6.368439816,6.358815788,6.223279596,6.233937854
ENSG00000100342,6.458851945,6.375533327,6.375531051,6.647109213
ENSG00000100345,10.68260311,10.58974087,10.62854394,10.48630637
ENSG00000100347,6.122017019,6.072850667,5.754027288,5.843152985
ENSG00000100348,6.377485112,6.32300361,6.327970426,6.24201776
ENSG00000100350,6.262079175,6.318142797,6.434649664,6.569090761
ENSG00000100353,8.191371911,8.212197769,7.879800532,7.93488969
ENSG00000100354,6.436436901,6.597120873,5.919733331,5.966913739
ENSG00000100359,7.078447331,7.080156433,6.93620309,6.747830951
ENSG00000100360,2.943035691,3.014776975,2.945413878,3.039374896
ENSG00000100364,6.98999637,6.981297789,6.813720259,6.738231232
ENSG00000100372,4.753497268,4.872237676,5.098431287,4.802238238
ENSG00000100373,3.814458249,3.93053549,3.896459608,3.814644264
ENSG00000100376,5.948150474,6.05517735,5.974161141,5.762875962
ENSG00000100379,4.152712468,3.942284563,3.987620456,4.066684811
ENSG00000100380,8.901826281,8.89529082,9.101618825,8.695758694
ENSG00000100387,5.398161737,5.377692147,5.16962095,5.207495771
ENSG00000100393,7.577738266,7.331250228,7.496969373,7.290097448
ENSG00000100395,5.856827138,5.908374967,5.834400885,5.65742295
ENSG00000100401,7.258375725,7.290551727,6.579993038,6.694038441
